cycle,range_bin,doppler_bin,output_hex
3097955000,5,30,00ce009e
3097965000,5,31,ffa6ff9b
3099845000,6,0,ffcdffda
3099855000,6,1,00090036
3099865000,6,2,ff4dffd0
3099875000,6,3,017fff37
3099885000,6,4,ff340124
3099895000,6,5,0064ff34
3099905000,6,6,ff2f0212
3099915000,6,7,008efd35
3099925000,6,8,00750174
3099935000,6,9,ff19ff6c
3099945000,6,10,0079015a
3099955000,6,11,ff81feeb
3099965000,6,12,ffda00c2
3099975000,6,13,00bafe9e
3099985000,6,14,ff930070
3099995000,6,15,005a0055
3101875000,6,16,ffe4001b
3101885000,6,17,0031ff75
3101895000,6,18,ffdc005e
3101905000,6,19,ffb5001b
3101915000,6,20,009eff97
3101925000,6,21,feec0116
3101935000,6,22,00defd49
3101945000,6,23,ffa702c7
3101955000,6,24,00a0ff4f
3101965000,6,25,fe79ffbd
3101975000,6,26,00c60004
3101985000,6,27,00090067
3101995000,6,28,ffc6ffc3
3102005000,6,29,ffc2ff98
3102015000,6,30,00a8ffe1
3102025000,6,31,fff30017
3103905000,7,0,ffe2fff0
3103915000,7,1,ffa90025
3103925000,7,2,0044ff68
3103935000,7,3,ffef00c3
3103945000,7,4,00b6ffc8
3103955000,7,5,ff48ff85
3103965000,7,6,006101f3
3103975000,7,7,ffd5fcbd
3103985000,7,8,005602e0
3103995000,7,9,ff3dfe6f
3104005000,7,10,001e0170
3104015000,7,11,0023fed7
3104025000,7,12,01060084
3104035000,7,13,fe16ff6f
3104045000,7,14,0121ffd9
3104055000,7,15,fffd0061
3105935000,7,16,000effec
3105945000,7,17,ffafffeb
3105955000,7,18,0084ffd2
3105965000,7,19,003f0037
3105975000,7,20,ff17ffd5
3105985000,7,21,00c20165
3105995000,7,22,008afc94
3106005000,7,23,ff7c0327
3106015000,7,24,fefcfeea
3106025000,7,25,018fffef
3106035000,7,26,ff400108
3106045000,7,27,ffeffedd
3106055000,7,28,001b0195
3106065000,7,29,ff78fe65
3106075000,7,30,006e008a
3106085000,7,31,0016fff9
3107965000,8,0,fff7ffd4
3107975000,8,1,00260054
3107985000,8,2,ff82ff9f
3107995000,8,3,0060ffb9
3108005000,8,4,ffab0045
3108015000,8,5,0138fffa
3108025000,8,6,fec50176
3108035000,8,7,ff21fde6
3108045000,8,8,01210190
3108055000,8,9,004cfdd4
3108065000,8,10,002801bd
3108075000,8,11,0024ff27
3108085000,8,12,ff2d012f
3108095000,8,13,006eff9e
3108105000,8,14,ffd9ff2e
3108115000,8,15,000b00a2
3109995000,8,16,0012ffcb
3110005000,8,17,ff83fff2
3110015000,8,18,00b90064
3110025000,8,19,ff65ff61
3110035000,8,20,00b7ffd2
3110045000,8,21,fedc0133
3110055000,8,22,00fdfdfa
3110065000,8,23,ff0e00da
3110075000,8,24,012aff71
3110085000,8,25,fff500dc
3110095000,8,26,feedffb6
3110105000,8,27,0101ff57
3110115000,8,28,004500ce
3110125000,8,29,ffc0ffe3
3110135000,8,30,ffe5fff8
3110145000,8,31,00480022
3112025000,9,0,fffaffdf
3112035000,9,1,ffb60009
3112045000,9,2,001dff80
3112055000,9,3,00bc00d4
3112065000,9,4,feae0025
3112075000,9,5,013affa6
3112085000,9,6,fee70016
3112095000,9,7,fff5ff3e
3112105000,9,8,01a20063
3112115000,9,9,fee201c3
3112125000,9,10,ff45fe14
3112135000,9,11,019affc8
3112145000,9,12,fee6009d
3112155000,9,13,00a20062
3112165000,9,14,ff97feda
3112175000,9,15,003100ca
3114055000,9,16,004fffd3
3114065000,9,17,0016002e
3114075000,9,18,ffc20062
3114085000,9,19,ff98fef9
3114095000,9,20,008efffe
3114105000,9,21,005d01a9
3114115000,9,22,ffdafd4f
3114125000,9,23,00780219
3114135000,9,24,ffa7fe61
3114145000,9,25,00480292
3114155000,9,26,ff60fe24
3114165000,9,27,0076009d
3114175000,9,28,ff88ffbe
3114185000,9,29,007d0043
3114195000,9,30,0028000b
3114205000,9,31,ffa2ffd5
3116085000,10,0,0003ffa5
3116095000,10,1,00040084
3116105000,10,2,ffa3ffcd
3116115000,10,3,008fffd4
3116125000,10,4,ffd0011d
3116135000,10,5,ff4cfef4
3116145000,10,6,0064ff45
3116155000,10,7,00e700e5
3116165000,10,8,ffdffef9
3116175000,10,9,fe5201be
3116185000,10,10,01dffdff
3116195000,10,11,fee7010c
3116205000,10,12,00c2005d
3116215000,10,13,ffeaff8e
3116225000,10,14,ff560017
3116235000,10,15,00670037
3118115000,10,16,ffe80014
3118125000,10,17,0055ffea
3118135000,10,18,ffbe002d
3118145000,10,19,ffa7ff88
3118155000,10,20,0018003e
3118165000,10,21,0100fece
3118175000,10,22,ffc20165
3118185000,10,23,fe9b003b
3118195000,10,24,0138ff96
3118205000,10,25,fefdfeec
3118215000,10,26,01d4ffb5
3118225000,10,27,feb5021e
3118235000,10,28,0108fe88
3118245000,10,29,ff6e00a4
3118255000,10,30,00540039
3118265000,10,31,ffe1ff87
3120145000,11,0,ffd1ffb2
3120155000,11,1,0009fffc
3120165000,11,2,fff1002d
3120175000,11,3,ffe50040
3120185000,11,4,00e4ffb5
3120195000,11,5,ff160093
3120205000,11,6,ff49fe90
3120215000,11,7,0188012a
3120225000,11,8,0005003e
3120235000,11,9,fefdffee
3120245000,11,10,ff6b0061
3120255000,11,11,011ffeb6
3120265000,11,12,007eff9f
3120275000,11,13,ff1401b3
3120285000,11,14,0043fe4e
3120295000,11,15,00240100
3122175000,11,16,00020015
3122185000,11,17,000d0062
3122195000,11,18,ffe0ff80
3122205000,11,19,0121ffc6
3122215000,11,20,fe5d012e
3122225000,11,21,01a3feef
3122235000,11,22,ff34014a
3122245000,11,23,fe94fea7
3122255000,11,24,01f6ff8d
3122265000,11,25,ffe700ae
3122275000,11,26,fffcfffe
3122285000,11,27,fed10018
3122295000,11,28,013ffffc
3122305000,11,29,ff3d0029
3122315000,11,30,002c0034
3122325000,11,31,0016ff7b
3124205000,12,0,fffdffce
3124215000,12,1,ff730039
3124225000,12,2,00ea001f
3124235000,12,3,fedeff0a
3124245000,12,4,015d013e
3124255000,12,5,ffe5ffe1
3124265000,12,6,fe50ff75
3124275000,12,7,00e9000c
3124285000,12,8,01570002
3124295000,12,9,fe5d004f
3124305000,12,10,008a00e1
3124315000,12,11,ff62fe78
3124325000,12,12,01230012
3124335000,12,13,ff3b0017
3124345000,12,14,00180023
3124355000,12,15,0037003a
3126235000,12,16,00100004
3126245000,12,17,ffd9ffad
3126255000,12,18,00a3005a
3126265000,12,19,ff5affde
3126275000,12,20,00890019
3126285000,12,21,ff52fed0
3126295000,12,22,01260212
3126305000,12,23,fe83ff78
3126315000,12,24,005cfeea
3126325000,12,25,010fff35
3126335000,12,26,ff55022c
3126345000,12,27,006aff9c
3126355000,12,28,ffcf0019
3126365000,12,29,ff1effbe
3126375000,12,30,00fe0030
3126385000,12,31,ffa1ffc6
3128265000,13,0,ffddffee
3128275000,13,1,ff73ffe5
3128285000,13,2,016effdb
3128295000,13,3,fef70131
3128305000,13,4,ff63ff93
3128315000,13,5,0133fee5
3128325000,13,6,ff4a00d3
3128335000,13,7,ffdc0042
3128345000,13,8,00edff70
3128355000,13,9,fedfffc9
3128365000,13,10,003a0167
3128375000,13,11,00a5fe7d
3128385000,13,12,ffcbfff7
3128395000,13,13,00570081
3128405000,13,14,ff46ffcb
3128415000,13,15,007c0034
3130295000,13,16,fffc0006
3130305000,13,17,0093ffc8
3130315000,13,18,0028004b
3130325000,13,19,ff740028
3130335000,13,20,ff9c004d
3130345000,13,21,014aff10
3130355000,13,22,ff1100b1
3130365000,13,23,ff6c0068
3130375000,13,24,011efe38
3130385000,13,25,0007017e
3130395000,13,26,feb2ff19
3130405000,13,27,012c0096
3130415000,13,28,ff4effb1
3130425000,13,29,ff90ffce
3130435000,13,30,0149008f
3130445000,13,31,ff38ff96
3132325000,14,0,fff0ffe4
3132335000,14,1,ff7a0083
3132345000,14,2,00cdff4b
3132355000,14,3,fef4ff5d
3132365000,14,4,01c800ab
3132375000,14,5,ff590088
3132385000,14,6,fef60077
3132395000,14,7,005fff87
3132405000,14,8,009aff42
3132415000,14,9,ffbc00d9
3132425000,14,10,ffc9ffed
3132435000,14,11,ffb6ff57
3132445000,14,12,00ee009b
3132455000,14,13,ff39ffa4
3132465000,14,14,0004fff5
3132475000,14,15,005f002d
3134355000,14,16,000b0011
3134365000,14,17,0011ff73
3134375000,14,18,0042010a
3134385000,14,19,ffccff50
3134395000,14,20,ff7a009c
3134405000,14,21,ffb2fe47
3134415000,14,22,01d6014a
3134425000,14,23,fe420093
3134435000,14,24,0071fdbf
3134445000,14,25,00b3017f
3134455000,14,26,005cff74
3134465000,14,27,fed80008
3134475000,14,28,012e009c
3134485000,14,29,fec2ff8f
3134495000,14,30,01680008
3134505000,14,31,ff320005
3136385000,15,0,ffd5ffc7
3136395000,15,1,ff90ffd2
3136405000,15,2,01230040
3136415000,15,3,ff08ff82
3136425000,15,4,fff100c2
3136435000,15,5,00bfffb7
3136445000,15,6,feecffca
3136455000,15,7,00caff15
3136465000,15,8,001d0109
3136475000,15,9,ff200144
3136485000,15,10,002fffa2
3136495000,15,11,0096fe18
3136505000,15,12,fff1018a
3136515000,15,13,ffbdff97
3136525000,15,14,ffd6ff48
3136535000,15,15,008400dd
3138415000,15,16,0011003e
3138425000,15,17,fff0ffca
3138435000,15,18,0035001a
3138445000,15,19,ff7bff74
3138455000,15,20,0092003f
3138465000,15,21,ffd9007e
3138475000,15,22,ff42ff81
3138485000,15,23,00500003
3138495000,15,24,001fffe8
3138505000,15,25,0014ff70
3138515000,15,26,004500c6
3138525000,15,27,ff63ffcc
3138535000,15,28,014effff
3138545000,15,29,ff1f009c
3138555000,15,30,00540043
3138565000,15,31,ffc6ff31
3140445000,16,0,ffe9ffb6
3140455000,16,1,000effcf
3140465000,16,2,002600c1
3140475000,16,3,fff1feae
3140485000,16,4,00a20171
3140495000,16,5,fe02ffbd
3140505000,16,6,020efe87
3140515000,16,7,fef20107
3140525000,16,8,00430080
3140535000,16,9,ff48ff63
3140545000,16,10,000effd9
3140555000,16,11,0141ffe0
3140565000,16,12,feea0115
3140575000,16,13,0080ff61
3140585000,16,14,ffeeff6b
3140595000,16,15,001c00d3
3142475000,16,16,00150028
3142485000,16,17,ffabffe2
3142495000,16,18,00a80034
3142505000,16,19,ff45ff44
3142515000,16,20,003a00f5
3142525000,16,21,ffb0feee
3142535000,16,22,003d0063
3142545000,16,23,ffaeffd1
3142555000,16,24,01d9001c
3142565000,16,25,fdd7ffc2
3142575000,16,26,011effde
3142585000,16,27,ff3701ca
3142595000,16,28,00b0fe13
3142605000,16,29,006e00fe
3142615000,16,30,ff3500a7
3142625000,16,31,0036ff29
3144505000,17,0,ffc3ffc5
3144515000,17,1,ffff0050
3144525000,17,2,0030ff85
3144535000,17,3,ffbb0083
3144545000,17,4,00ea00c6
3144555000,17,5,fe57ff63
3144565000,17,6,00f0ffc7
3144575000,17,7,ff20feed
3144585000,17,8,0109011f
3144595000,17,9,ff73002e
3144605000,17,10,00aeff47
3144615000,17,11,00190075
3144625000,17,12,ff72000a
3144635000,17,13,0067003f
3144645000,17,14,ff72ff31
3144655000,17,15,00740083
3146535000,17,16,0003000b
3146545000,17,17,0053ffd3
3146555000,17,18,ffe70072
3146565000,17,19,ffd8ff2c
3146575000,17,20,fee700ac
3146585000,17,21,020dfff1
3146595000,17,22,ff49fe29
3146605000,17,23,008b0205
3146615000,17,24,fff3ff61
3146625000,17,25,ffed0083
3146635000,17,26,0019ff9a
3146645000,17,27,ffb80030
3146655000,17,28,009bffdc
3146665000,17,29,0023ffe1
3146675000,17,30,ffef00af
3146685000,17,31,ffe5ff5f
3148565000,18,0,ffccffb9
3148575000,18,1,0040008b
3148585000,18,2,ffa9ffa4
3148595000,18,3,000affd7
3148605000,18,4,003a00a2
3148615000,18,5,ff6bffd5
3148625000,18,6,0142febb
3148635000,18,7,fe2200c8
3148645000,18,8,0292ffe5
3148655000,18,9,fe740031
3148665000,18,10,ffd1005e
3148675000,18,11,0176ff39
3148685000,18,12,fdf80110
3148695000,18,13,00b5ff2f
3148705000,18,14,ffd40013
3148715000,18,15,006a0048
3150595000,18,16,0011fffa
3150605000,18,17,0001ffb0
3150615000,18,18,00200077
3150625000,18,19,ffbeff02
3150635000,18,20,ffcd00eb
3150645000,18,21,001fff74
3150655000,18,22,ffcefff5
3150665000,18,23,ff25fe9d
3150675000,18,24,028f0100
3150685000,18,25,fe2d00f4
3150695000,18,26,00f6fdff
3150705000,18,27,ff1a0184
3150715000,18,28,0163ffbb
3150725000,18,29,ff5fffd4
3150735000,18,30,008c006d
3150745000,18,31,ff87ffb9
3152625000,19,0,ffa1ffe0
3152635000,19,1,0041ffe0
3152645000,19,2,ffca000f
3152655000,19,3,ffbc007a
3152665000,19,4,009f0050
3152675000,19,5,ff71ffda
3152685000,19,6,fec7fe0e
3152695000,19,7,02130145
3152705000,19,8,ff2500d6
3152715000,19,9,0023ffe4
3152725000,19,10,ffda0001
3152735000,19,11,0064fe72
3152745000,19,12,005f0146
3152755000,19,13,ffe7fff6
3152765000,19,14,ff09ff76
3152775000,19,15,00d9005b
3154655000,19,16,0001ffe1
3154665000,19,17,003a005c
3154675000,19,18,ffb2ffd6
3154685000,19,19,007eff4e
3154695000,19,20,ff0600b3
3154705000,19,21,01f8ff4e
3154715000,19,22,ff31022a
3154725000,19,23,fe52fdcb
3154735000,19,24,0225006b
3154745000,19,25,ffaa00da
3154755000,19,26,ff5cff6c
3154765000,19,27,ffa0ff8c
3154775000,19,28,01b00061
3154785000,19,29,ff400030
3154795000,19,30,00750064
3154805000,19,31,ffb4ff97
3156685000,20,0,ffbefffa
3156695000,20,1,005effb4
3156705000,20,2,fff700e4
3156715000,20,3,ff45fe44
3156725000,20,4,00d701af
3156735000,20,5,ffe6ff54
3156745000,20,6,ff70fe22
3156755000,20,7,01c20299
3156765000,20,8,fe8cff22
3156775000,20,9,ff2effe6
3156785000,20,10,015900f6
3156795000,20,11,fedfff86
3156805000,20,12,004bffb5
3156815000,20,13,0042ffce
3156825000,20,14,000c002c
3156835000,20,15,002e0039
3158715000,20,16,fffdffdd
3158725000,20,17,ff57001b
3158735000,20,18,00e0002c
3158745000,20,19,ff56ff8b
3158755000,20,20,ffb2ffde
3158765000,20,21,0062fffd
3158775000,20,22,00980181
3158785000,20,23,fdcdfe4e
3158795000,20,24,0267ff3b
3158805000,20,25,ff7f0085
3158815000,20,26,005a0006
3158825000,20,27,fefe007f
3158835000,20,28,00d6ff8e
3158845000,20,29,ffb4003b
3158855000,20,30,0012ffa1
3158865000,20,31,00030038
3160745000,21,0,ffd5ffed
3160755000,21,1,000cffb5
3160765000,21,2,001b0072
3160775000,21,3,ff5bff9b
3160785000,21,4,01a0014b
3160795000,21,5,fd9aff12
3160805000,21,6,01f9fda0
3160815000,21,7,ffb10408
3160825000,21,8,0059ff83
3160835000,21,9,fe04fe65
3160845000,21,10,0121015a
3160855000,21,11,0049fe89
3160865000,21,12,ffaa007d
3160875000,21,13,00baff54
3160885000,21,14,ff43009c
3160895000,21,15,00570014
3162775000,21,16,000bffee
3162785000,21,17,004d0029
3162795000,21,18,ff7eff8f
3162805000,21,19,00f100b2
3162815000,21,20,fdeeff78
3162825000,21,21,02c90049
3162835000,21,22,fe52004e
3162845000,21,23,ffc9ff46
3162855000,21,24,0255ff4c
3162865000,21,25,fec300dd
3162875000,21,26,ffde009b
3162885000,21,27,0043fef8
3162895000,21,28,00020086
3162905000,21,29,ffa30011
3162915000,21,30,00c2ffe0
3162925000,21,31,ff770000
3164805000,22,0,000affea
3164815000,22,1,ffa3004f
3164825000,22,2,0068ff7f
3164835000,22,3,ffb6ff81
3164845000,22,4,003a013d
3164855000,22,5,ffb2fdce
3164865000,22,6,010e01f8
3164875000,22,7,fea900d1
3164885000,22,8,00e2ff42
3164895000,22,9,feffff07
3164905000,22,10,ffc40003
3164915000,22,11,017c0151
3164925000,22,12,feeeff2b
3164935000,22,13,0074004c
3164945000,22,14,ffdaffa2
3164955000,22,15,0035003d
3166835000,22,16,000d0025
3166845000,22,17,fffc0000
3166855000,22,18,ffe0ff70
3166865000,22,19,0051014a
3166875000,22,20,fe0dff06
3166885000,22,21,02defefb
3166895000,22,22,feb00144
3166905000,22,23,ffba007d
3166915000,22,24,009bfedd
3166925000,22,25,ff600052
3166935000,22,26,00760032
3166945000,22,27,ffed008c
3166955000,22,28,008ffffc
3166965000,22,29,ff66ffd7
3166975000,22,30,003e007e
3166985000,22,31,ffe0ff81
3168865000,23,0,fff9ffd9
3168875000,23,1,ff97ffc0
3168885000,23,2,00bbff76
3168895000,23,3,00000147
3168905000,23,4,fecbff37
3168915000,23,5,01abfffd
3168925000,23,6,fef8ff91
3168935000,23,7,ff9a005d
3168945000,23,8,00e5000d
3168955000,23,9,fff700be
3168965000,23,10,ff09002e
3168975000,23,11,007eff2d
3168985000,23,12,ffffffaf
3168995000,23,13,006b0121
3169005000,23,14,ff8cfe7f
3169015000,23,15,00540113
3170895000,23,16,fff60014
3170905000,23,17,000c000f
3170915000,23,18,ffa4ff92
3170925000,23,19,00e30091
3170935000,23,20,fe4b005e
3170945000,23,21,0156ffe3
3170955000,23,22,fe8efea2
3170965000,23,23,005b0057
3170975000,23,24,00cc00c0
3170985000,23,25,fe86fefd
3170995000,23,26,013e0126
3171005000,23,27,fef5ff69
3171015000,23,28,00f7ff86
3171025000,23,29,00140049
3171035000,23,30,ff8c00ce
3171045000,23,31,0031ff37
3172925000,24,0,ffd6fff0
3172935000,24,1,ffc4fffd
3172945000,24,2,0015004f
3172955000,24,3,0039fea0
3172965000,24,4,00120207
3172975000,24,5,0032fef9
3172985000,24,6,ff61ffdb
3172995000,24,7,003afff7
3173005000,24,8,00fc0082
3173015000,24,9,fe8aff8d
3173025000,24,10,00eb008f
3173035000,24,11,ff43ff8c
3173045000,24,12,007c0007
3173055000,24,13,ffec0005
3173065000,24,14,ff4ffff7
3173075000,24,15,00ce0025
3174955000,24,16,0010fff7
3174965000,24,17,ff970025
3174975000,24,18,00780037
3174985000,24,19,0042ffc5
3174995000,24,20,ff090091
3175005000,24,21,0029fece
3175015000,24,22,005a0258
3175025000,24,23,fe95fc6c
3175035000,24,24,02ee02b7
3175045000,24,25,fe3dffb9
3175055000,24,26,fffcff93
3175065000,24,27,ff94004d
3175075000,24,28,0035ff39
3175085000,24,29,006f0084
3175095000,24,30,ff7e0056
3175105000,24,31,fff1ff82
3176985000,25,0,fff30007
3176995000,25,1,ff95ff97
3177005000,25,2,00c20041
3177015000,25,3,0025ffa4
3177025000,25,4,ff47013b
3177035000,25,5,ffbfff16
3177045000,25,6,00a2ffbf
3177055000,25,7,0000008e
3177065000,25,8,fe77ff49
3177075000,25,9,02cd0151
3177085000,25,10,fd06003d
3177095000,25,11,0149fe32
3177105000,25,12,00cf014d
3177115000,25,13,ff17feda
3177125000,25,14,002600d3
3177135000,25,15,004affdc
3179015000,25,16,ffe3fff8
3179025000,25,17,0090ffdf
3179035000,25,18,ff370095
3179045000,25,19,006dff97
3179055000,25,20,fef7ffc1
3179065000,25,21,015300ca
3179075000,25,22,ff17ff27
3179085000,25,23,00100137
3179095000,25,24,00a1ff50
3179105000,25,25,fe0cfffd
3179115000,25,26,0159ffe9
3179125000,25,27,ff850015
3179135000,25,28,ff2dffc3
3179145000,25,29,00b5fffe
3179155000,25,30,0079002f
3179165000,25,31,ff92ffe9
3181045000,26,0,ffebffe5
3181055000,26,1,0033003b
3181065000,26,2,ff60ffbd
3181075000,26,3,0064ff8f
3181085000,26,4,00bb00da
3181095000,26,5,fffeff5a
3181105000,26,6,fe0b00d2
3181115000,26,7,01c8ff8f
3181125000,26,8,ff770023
3181135000,26,9,ffff0071
3181145000,26,10,ff6cfe01
3181155000,26,11,00e401ff
3181165000,26,12,ff1fff12
3181175000,26,13,012c005e
3181185000,26,14,ff15001c
3181195000,26,15,006cffdf
3183075000,26,16,fffe0032
3183085000,26,17,fff3fffc
3183095000,26,18,0036ffdd
3183105000,26,19,ff8f0075
3183115000,26,20,ff2c0012
3183125000,26,21,0195fe7f
3183135000,26,22,ff6500e8
3183145000,26,23,ff6000a3
3183155000,26,24,01defee0
3183165000,26,25,fe23008c
3183175000,26,26,0178fee1
3183185000,26,27,fedf023f
3183195000,26,28,0110fe6c
3183205000,26,29,ff850089
3183215000,26,30,002d008a
3183225000,26,31,ffcaff89
3185105000,27,0,ffdfffeb
3185115000,27,1,0041ff4f
3185125000,27,2,ffff00a0
3185135000,27,3,ff520074
3185145000,27,4,00fcff14
3185155000,27,5,ffde010f
3185165000,27,6,fe5ffe01
3185175000,27,7,01d40184
3185185000,27,8,000b00af
3185195000,27,9,fee5ff5f
3185205000,27,10,ffc30014
3185215000,27,11,00b8ffd2
3185225000,27,12,0016fefe
3185235000,27,13,ffcc019b
3185245000,27,14,001bfec7
3185255000,27,15,001a00b6
3187135000,27,16,001efff2
3187145000,27,17,ffd80090
3187155000,27,18,ff7cff63
3187165000,27,19,01cf0054
3187175000,27,20,fd8a006d
3187185000,27,21,010efff6
3187195000,27,22,00e0ff77
3187205000,27,23,fe5c0146
3187215000,27,24,0148fea6
3187225000,27,25,ff00015c
3187235000,27,26,0032ff47
3187245000,27,27,ffe3ffce
3187255000,27,28,ff9800a7
3187265000,27,29,00ceffb2
3187275000,27,30,ff4a0093
3187285000,27,31,fffeff84
3189165000,28,0,ffd9ffbe
3189175000,28,1,008affc6
3189185000,28,2,ffdc00b1
3189195000,28,3,fed4ff1c
3189205000,28,4,01e40054
3189215000,28,5,feac00ec
3189225000,28,6,fec5fee2
3189235000,28,7,023200f3
3189245000,28,8,ffedfef0
3189255000,28,9,ffc60022
3189265000,28,10,fe560087
3189275000,28,11,01f40012
3189285000,28,12,fe8aff12
3189295000,28,13,012000f0
3189305000,28,14,ffd5ff62
3189315000,28,15,ffea008b
3191195000,28,16,002bffc3
3191205000,28,17,ff5d0074
3191215000,28,18,003fffb4
3191225000,28,19,0050ffa4
3191235000,28,20,ff4a0103
3191245000,28,21,0003ffe8
3191255000,28,22,0102ff45
3191265000,28,23,fddb00b3
3191275000,28,24,01b1ffc7
3191285000,28,25,fee30034
3191295000,28,26,ffa3ffa6
3191305000,28,27,009c0010
3191315000,28,28,006e004f
3191325000,28,29,ffe5ffb0
3191335000,28,30,ff680055
3191345000,28,31,0041ffe9
3193225000,29,0,ffcbffcf
3193235000,29,1,fff5ff95
3193245000,29,2,00b000c9
3193255000,29,3,ffafffc6
3193265000,29,4,feed007b
3193275000,29,5,00e0ffb8
3193285000,29,6,ff870100
3193295000,29,7,006efec9
3193305000,29,8,ff97ff91
3193315000,29,9,028d004d
3193325000,29,10,fc8a0057
3193335000,29,11,01a7fef0
3193345000,29,12,00610169
3193355000,29,13,fecaff22
3193365000,29,14,00d7ffcc
3193375000,29,15,ffc80095
3195255000,29,16,fff7ffe1
3195265000,29,17,001e001f
3195275000,29,18,ffc3000b
3195285000,29,19,0045ffb1
3195295000,29,20,fee40053
3195305000,29,21,018a00be
3195315000,29,22,ff6ffd83
3195325000,29,23,fefc013e
3195335000,29,24,0285002d
3195345000,29,25,fcf80105
3195355000,29,26,01d9fdeb
3195365000,29,27,ff4701a9
3195375000,29,28,ffe4feb7
3195385000,29,29,009000be
3195395000,29,30,ff89ff77
3195405000,29,31,00800020
3197285000,30,0,ffd4ffdc
3197295000,30,1,00050054
3197305000,30,2,ffc1fffb
3197315000,30,3,0078ff60
3197325000,30,4,002501c6
3197335000,30,5,fe98fe86
3197345000,30,6,008400be
3197355000,30,7,00caffb6
3197365000,30,8,ffe2fefc
3197375000,30,9,011d010a
3197385000,30,10,fd6bffd7
3197395000,30,11,01caff3a
3197405000,30,12,ff990116
3197415000,30,13,004afec4
3197425000,30,14,ff4c0124
3197435000,30,15,0080ffa0
3199315000,30,16,0028ffcd
3199325000,30,17,ffca0047
3199335000,30,18,ffffff57
3199345000,30,19,00800057
3199355000,30,20,ff2a0055
3199365000,30,21,010cfee2
3199375000,30,22,0066000a
3199385000,30,23,feab014e
3199395000,30,24,0142fee5
3199405000,30,25,fe4e009f
3199415000,30,26,014ffea7
3199425000,30,27,ffb0016b
3199435000,30,28,0070fef9
3199445000,30,29,fff00054
3199455000,30,30,00680028
3199465000,30,31,ffc10024
3201345000,31,0,ffbc0003
3201355000,31,1,0025ff9d
3201365000,31,2,ffd00083
3201375000,31,3,00b9ffd1
3201385000,31,4,fece012d
3201395000,31,5,00d9fe10
3201405000,31,6,ffa901ea
3201415000,31,7,ff7ffff4
3201425000,31,8,0058fd31
3201435000,31,9,014702a3
3201445000,31,10,fe44fe4f
3201455000,31,11,01630135
3201465000,31,12,004affbb
3201475000,31,13,febbff84
3201485000,31,14,003f0028
3201495000,31,15,003d0032
3203375000,31,16,fffbfff3
3203385000,31,17,0035003c
3203395000,31,18,ff66ff9b
3203405000,31,19,015cff42
3203415000,31,20,fe4c018a
3203425000,31,21,01b6fef4
3203435000,31,22,ffb60018
3203445000,31,23,fe9800cf
3203455000,31,24,01cbfebf
3203465000,31,25,ff8300b4
3203475000,31,26,00060077
3203485000,31,27,ff8effea
3203495000,31,28,002a00cc
3203505000,31,29,ff9efe54
3203515000,31,30,00b2010e
3203525000,31,31,ffe2ff7d
3205405000,32,0,ffd9ffb6
3205415000,32,1,ffd6004f
3205425000,32,2,004fffe7
3205435000,32,3,ff7cffb0
3205445000,32,4,00d8fffc
3205455000,32,5,fe75001a
3205465000,32,6,01a50097
3205475000,32,7,ffa3ff02
3205485000,32,8,007100ce
3205495000,32,9,fea60067
3205505000,32,10,0081ffaf
3205515000,32,11,ff8efe62
3205525000,32,12,00c2014c
3205535000,32,13,fff30054
3205545000,32,14,ff6fff57
3205555000,32,15,00a70078
3207435000,32,16,ffd8000a
3207445000,32,17,0007ffa9
3207455000,32,18,0053014e
3207465000,32,19,ff27feaa
3207475000,32,20,010800c7
3207485000,32,21,fed4ff40
3207495000,32,22,008b0054
3207505000,32,23,ffa80096
3207515000,32,24,011cff2a
3207525000,32,25,ff6b0007
3207535000,32,26,000d00dc
3207545000,32,27,ff8fff98
3207555000,32,28,007cff65
3207565000,32,29,00160060
3207575000,32,30,ffed00e2
3207585000,32,31,ffe6ff58
3209465000,33,0,ffc8fff7
3209475000,33,1,ffe5ff87
3209485000,33,2,0028007e
3209495000,33,3,005c0017
3209505000,33,4,ffbdffa9
3209515000,33,5,000500b4
3209525000,33,6,ff6900bc
3209535000,33,7,0106fde0
3209545000,33,8,ff7c0089
3209555000,33,9,01750149
3209565000,33,10,fdf0004e
3209575000,33,11,0082fd2b
3209585000,33,12,00b3026b
3209595000,33,13,ff41fe58
3209605000,33,14,fffb00a4
3209615000,33,15,004c0042
3211495000,33,16,0008ffcd
3211505000,33,17,0093fffb
3211515000,33,18,ff7800c2
3211525000,33,19,003dfec1
3211535000,33,20,ff0600a2
3211545000,33,21,0116011b
3211555000,33,22,ffbbfd6a
3211565000,33,23,000d0170
3211575000,33,24,00c6ffe3
3211585000,33,25,ff75003b
3211595000,33,26,00a4ff52
3211605000,33,27,ffa300d3
3211615000,33,28,ff38003e
3211625000,33,29,00eeff1f
3211635000,33,30,000d00aa
3211645000,33,31,ff87ffb4
3213525000,34,0,ffb9ffe7
3213535000,34,1,ffd8ffad
3213545000,34,2,00a700b9
3213555000,34,3,ff6fff6f
3213565000,34,4,00c70056
3213575000,34,5,fea2ffea
3213585000,34,6,00b400cf
3213595000,34,7,00e8fede
3213605000,34,8,fdebfff1
3213615000,34,9,00caffb7
3213625000,34,10,01a70115
3213635000,34,11,fe01fe43
3213645000,34,12,01b901f6
3213655000,34,13,fe7cff0e
3213665000,34,14,0012000f
3213675000,34,15,00b00044
